POS_UNIQUE_ID,POS_CONTROLLER,POS_CONTROLLER_DESCRIPTION,FISCYEAR,YFISCQRT,FISCPER,YFISCWEEK,CALDAY,END_TIME_STAMP,MATERIAL,MATERIAL_DESCRIPTION,MATERIAL_YDEPT_DESCRIPTION,EXT_YMDEPT_DESCRIPTION,YCLASS_DESCRIPTION,YSUBCLASS_DESCRIPTION,YCLASS,YSUBCLASS,PLANT,POS_Amt,POS_Qty_SUoM,REGISTER,SALES_ITEM_TYPE_DESCRIPTION,Sales_UoM,XREFERENCE_NUMBER,FLAG,prov,prov2,DISTRICT,MARKET
7274-20180130-05123-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018001,201801,20180130,234619,000000001000177133,"RIDGID 6"" Random Orbit Sander",25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0908 SANDERS,02122,10765,7274,148.0,1.0,0000000090,Special Order Sales,EA,00001017641226191264,P,Online,Online,D-Ecomm,Online
7274-20180228-08460-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018002,201805,20180228,205540,000000001000724393,M18 Cordless 20oz. Aluminum Barrel S,25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0910 SPECIALTY,02122,10767,7274,429.0,1.0,0000000090,Special Order Sales,EA,00001018190873199715,P,Online,Online,D-Ecomm,Online
7274-20180822-09748-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018007,201830,20180822,133558,000000001000796869,18-Volt One+ HybridPortable Fan,25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0910 SPECIALTY,02122,10767,7274,109.96,2.0,0000000090,Special Order Sales,EA,00001019338249789179,C,Online,Online,D-Ecomm,Online
7274-20180206-06714-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018001,201802,20180206,160031,000000001001040972,DW 20V MAX 1/2 Gal. Bare Wet/Dry Vac,25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0917 MISC. CORDL,02122,10774,7274,109.0,1.0,0000000090,Special Order Sales,EA,00001018253017910695,C,Online,Online,D-Ecomm,Online
7274-20180625-07396-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018006,201822,20180625,165432,000000001001066441,5 In. Tuck Pointer Grinder,25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0918 GRINDERS AN,02122,10775,7274,388.0,1.0,0000000090,Special Order Sales,EA,00001017541439221742,P,Online,Online,D-Ecomm,Online
7274-20180315-00676-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018002,201807,20180315,160554,000000001000761490,"20V MAX 1/2"" HT Wrench (Detent Pin)",25 HARDWARE,25 HARDWARE,25XX09 PORTABLE POWE,25XX0920 IMPACTS,02122,10777,7274,199.0,1.0,0000000090,Special Order Sales,EA,00001018836781245776,C,Online,Online,D-Ecomm,Online
7274-20181009-07884-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018009,201837,20181009,165523,000000001000661641,Melia Gripset Entrance Polish Brass,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1002 ENTRY,02123,10779,7274,89.25,1.0,0000000090,Special Order Sales,EA,00001019555910394750,C,Online,Online,D-Ecomm,Online
7274-20181025-03830-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018009,201839,20181025,170315,000000001000766747,Bright Brass Door Handleset Plymouth,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1002 ENTRY,02123,10779,7274,116.0,1.0,0000000090,Special Order Sales,EA,00001019595968475659,C,Online,Online,D-Ecomm,Online
7274-20180615-04691-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018005,201820,20180615,200132,000000001000794287,Aspen Passage Lever in Satin Chrome,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1003 PASSAGE,02123,10780,7274,47.98,1.0,0000000090,Special Order Sales,EA,00001011458678689493,C,Online,Online,D-Ecomm,Online
7274-20180803-05197-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018007,201827,20180803,200557,000000001000731776,Vedani Passage Lever SN,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1003 PASSAGE,02123,10780,7274,229.9,5.0,0000000090,Special Order Sales,EA,00001018725669360395,C,Online,Online,D-Ecomm,Online
7274-20180816-08063-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018007,201829,20180816,010440,000000001000794303,Troy Privacy Knob in Venetian Bronze,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1004 PRIVACY,02123,10781,7274,332.82,9.0,0000000090,Special Order Sales,EA,00001018999239165698,C,Online,Online,D-Ecomm,Online
7274-20180320-07169-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018002,201808,20180320,150802,000000001000453470,HERITAGE HUNTINGTON HDLE ANT.BRASS,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1005 HANDLESETS,02123,10782,7274,318.0,2.0,0000000090,Special Order Sales,EA,00001018884680789203,C,Online,Online,D-Ecomm,Online
7274-20181017-05345-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018009,201838,20181017,111708,000000001000848838,Elements Deadbolt VB,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1006 DEADBOLTS,02123,10783,7274,27.98,1.0,0000000090,Special Order Sales,EA,00001017128853245479,C,Online,Online,D-Ecomm,Online
7274-20180518-03542-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018004,201816,20180518,023513,000000001000179592,Troy Combo SC,25 HARDWARE,25 HARDWARE,25XX10 DOOR LOCKS,25XX1007 COMBINATION,02123,10784,7274,175.68,2.0,0000000090,Special Order Sales,EA,00001017882106152429,C,Online,Online,D-Ecomm,Online
7274-20180420-07219-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018003,201812,20180420,140811,000000001000818861,"Professional Series, 54"" 12 drawer T",25 HARDWARE,25 HARDWARE,25XX11 STORAGE DEVIC,25XX1106 TOOL CHESTS,02124,10793,7274,899.0,1.0,0000000090,Special Order Sales,EA,00001018987863457010,C,Online,Online,D-Ecomm,Online
7274-20180523-06986-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018004,201817,20180523,134243,000000001001015306,"HKY 60"" 18Drw Chst&Cab Set",25 HARDWARE,25 HARDWARE,25XX11 STORAGE DEVIC,25XX1106 TOOL CHESTS,02124,10793,7274,798.0,1.0,0000000090,Special Order Sales,EA,00001019107485451365,C,Online,Online,D-Ecomm,Online
7274-20180625-05650-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018006,201822,20180625,095208,000000001001032615,HKY 52in 9 Drawer Mobile Work Center,25 HARDWARE,25 HARDWARE,25XX11 STORAGE DEVIC,25XX1106 TOOL CHESTS,02124,10793,7274,377.0,1.0,0000000090,Special Order Sales,EA,00001018077870954579,C,Online,Online,D-Ecomm,Online
7274-20180726-07978-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018006,201826,20180726,171722,000000001000652123,"4"" Outside Corner Post 1 1/4"" Cypres",22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX03 SIDING,22XX0302 VINYL,02028,10130,7274,99.8,4.0,0000000090,Special Order Sales,EA,00001019335253304894,C,Online,Online,D-Ecomm,Online
7274-20180911-03741-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018008,201833,20180911,093626,000000001000785492,Perfections Shingles Starter,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX03 SIDING,22XX0302 VINYL,02028,10130,7274,31.12,4.0,0000000090,Special Order Sales,EA,00001017712377740142,C,Online,Online,D-Ecomm,Online
7274-20180621-00119-090,3V,Sp. Srvc. Dsk  VPOS,2018,20182,2018005,201821,20180621,164002,000000001000719210,QUICKCLICK STABILIZER,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0805 ACCESSORIES,02030,10147,7274,49.98,1.0,0000000090,Special Order Sales,EA,00001019183676851811,C,Online,Online,D-Ecomm,Online
7274-20181002-05797-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018009,201836,20181002,164719,000000001000719210,QUICKCLICK STABILIZER,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0805 ACCESSORIES,02030,10147,7274,54.95,1.0,0000000090,Special Order Sales,EA,00001002414111281019,C,Online,Online,D-Ecomm,Online
7274-20180214-08001-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018001,201803,20180214,120343,000000001000520296,20' GR IA FG EXT LADDER 300 LBS,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0807 FIBERGLASS,02030,10149,7274,232.0,1.0,0000000090,Special Order Sales,EA,00001018695514185157,C,Online,Online,D-Ecomm,Online
7274-20180321-09093-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018002,201808,20180321,130205,000000001001064502,8 ft. Fiberglass Cross Step Ladd,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0808 MULTIPOSITI,02030,10150,7274,201.0,1.0,0000000090,Special Order Sales,EA,00001018816230079786,P,Online,Online,D-Ecomm,Online
7274-20180803-04419-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018007,201827,20180803,131810,000000001001064501,4 ft. Fiberglass Cross Step Ladd,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0808 MULTIPOSITI,02030,10150,7274,109.0,1.0,0000000090,Special Order Sales,EA,00001019361506925443,C,Online,Online,D-Ecomm,Online
7274-20180803-04196-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018007,201827,20180803,122110,000000001000799634,Attic Ladder (Wooden Insulated) LWP,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX08 LADDERS,22XX0810 ATTIC LADDE,02030,10152,7274,420.0,1.0,0000000090,Special Order Sales,EA,00001018807162606819,P,Online,Online,D-Ecomm,Online
7274-20180913-09969-090,3V,Sp. Srvc. Dsk  VPOS,2018,20183,2018008,201833,20180913,182343,000000001001075415,High Reach Gutter Cleaning  Kit,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX10 ROOFING,22XX1011 METAL GUTTE,02032,10179,7274,99.99,1.0,0000000090,Special Order Sales,EA,00001019450073316145,C,Online,Online,D-Ecomm,Online
7274-20180405-01986-090,3V,Sp. Srvc. Dsk  VPOS,2018,20181,2018003,201810,20180405,090555,000000001000785426,10-Steps Black Aluminium Stair Riser,22 BUILDING MATERIAL,22 BUILDING MATERIAL,22XX14 METAL PRODUCT,22XX1404 BUILDERS HA,02035,10201,7274,1004.0,4.0,0000000090,Special Order Sales,EA,00001018939340545669,C,Online,Online,D-Ecomm,Online
